8.063262	8.305418
10.264824	10.141971
9.076609	10.565758
9.363164	9.966430
9.195242	8.742356
9.567274	8.708259
9.372545	10.331411
9.208320	10.348195
8.451820	8.359066
7.390590	6.847576
8.563280	9.738267
8.047437	8.537150
9.175389	9.516575
7.975561	9.072736
10.248335	9.493979
8.999706	8.682520
9.695508	10.407083
7.723499	9.117862
8.759427	8.415374
10.320817	11.758353
10.078678	10.752471
8.694342	9.282376
10.320848	9.987318
11.072657	10.274414
7.604914	8.089355
9.663786	11.285157
8.083153	8.231595
7.468015	7.450272
10.456739	8.621532
7.750722	7.520509
9.878899	8.924700
10.232835	9.975028
7.685878	7.417371
9.805894	9.556891
9.609533	9.944935
8.511880	7.999249
9.373758	7.732884
8.664015	8.229517
9.188289	10.715670
8.693097	6.835568
9.919028	11.155614
7.782616	9.312551
11.135899	11.786610
11.999738	12.132011
10.680279	11.416669
8.913078	6.925115
10.560578	10.472829
8.574196	8.005240
7.501080	8.721227
9.387961	8.989627
9.203512	9.389235
7.068450	5.877424
9.686574	11.474289
10.006913	11.132740
9.546741	8.552918
10.465558	10.608859
8.336076	8.335619
8.922592	8.519788
11.085056	12.133547
8.741503	9.615860
7.928012	7.981073
9.109907	7.885783
8.988070	9.399162
9.589831	9.661636
8.694986	10.189491
8.922012	8.375360
8.849378	10.001117
10.119566	10.205343
10.314836	10.755044
8.336987	8.286767
9.432947	9.385861
8.882219	9.552037
9.726153	11.118208
10.007240	10.334482
11.215192	11.094103
7.663008	7.244355
10.103202	9.799206
8.867562	8.968564
10.005455	9.430851
9.106652	11.658030
7.110090	8.060793
10.130793	9.777787
8.693614	8.538919
8.708975	7.277000
9.825800	9.637181
8.695840	9.065865
9.709790	8.510658
9.322245	9.347165
8.327593	8.050828
9.616935	10.290832
8.787861	8.563511
9.732976	9.416845
8.959360	7.405763
9.146232	10.306958
7.507749	6.999809
9.243194	8.872719
8.574249	9.434376
9.474537	7.908008
7.516435	5.469661
8.650498	9.906484
8.810945	8.510089
10.375059	10.107992
8.352890	8.785932
8.577792	6.639811
9.370643	8.367475
9.875739	9.205790
8.442555	8.095387
9.094564	9.438078
8.265841	9.013557
8.334982	9.159994
8.950823	7.998121
8.111404	6.396152
7.986993	6.078931
9.310779	6.823874
9.002465	8.731779
10.090952	12.785721
8.794787	8.826128
9.464332	9.020436
8.743459	9.028680
8.276558	8.206712
8.709362	10.761735
8.034730	7.688030
8.999655	7.991292
11.441880	11.172550
9.810911	9.796178
9.338227	10.607029
10.641389	11.650253
8.920596	8.239773
9.337890	9.159836
10.447516	11.155029
10.691593	9.532797
8.484433	7.955454
7.721574	6.482115
11.291679	10.637584
10.183857	9.844241
9.984028	9.010645
8.943742	8.030654
8.817328	7.593003
7.754320	8.866118
8.636519	9.091369
8.725142	7.820711
9.452068	8.591849
8.452915	7.898393
9.946790	10.152988
9.948797	10.377677
10.049725	9.394705
8.884859	7.545513
8.337714	7.677647
9.742535	9.185368
7.782253	6.633310
9.878884	10.146075
9.522940	9.792081
8.123691	8.310432
10.061267	9.347279
8.847974	8.722462
7.753677	7.848528
9.254088	8.512774
10.329828	11.264627
8.657599	9.057255
10.664961	8.098844
10.275797	9.143042
8.306163	7.698139
9.488903	10.669222
8.080555	9.059574
8.884394	8.731203
7.130567	6.780375
8.386843	8.301384
8.137441	7.088459
8.004896	8.539767
9.695861	11.982594
8.276166	7.166716
9.245370	8.132374
11.283150	10.055648
9.431008	9.020435
7.959480	8.582801
7.882263	6.652446
9.099775	8.600434
8.467895	8.556649
8.710235	9.040728
7.742666	7.148825
7.971432	8.881053
8.645360	11.159568
8.393367	9.989794
8.529230	8.697844
9.186537	8.215233
10.078514	10.241870
9.182352	10.256580
9.484925	7.640144
10.421553	11.239181
8.737089	8.625825
8.317496	7.933473
8.436712	8.353302
7.976724	7.813355
10.218112	9.417623
9.092645	10.186864
7.616229	7.915734
7.749649	6.368801
10.569200	9.763348
8.700068	8.467824
8.723703	8.316500
9.443438	11.386532
8.799345	7.241940
9.307777	8.039440
6.940115	7.555555
9.448603	8.575739
5.872125	6.332939
8.769631	6.913964
6.793401	7.014619
8.083996	7.616427
8.981102	9.412887
10.333672	8.391835
8.553719	6.858292
8.354744	7.052211
7.314472	7.027812
9.037373	10.718516
8.362923	7.734768
10.318704	10.660575
8.418363	8.570000
8.918281	7.739503
8.644340	6.023841
9.565899	9.779803
8.215681	6.914500
8.609947	9.250221
10.474885	10.627125
8.244232	6.917449
8.874056	6.564153
8.859242	6.813003
7.684070	9.643295
7.870160	8.995579
8.673906	7.883301
9.428666	8.848997
11.057334	10.487335
8.255858	9.406383
9.072409	9.330468
9.198605	8.669190
9.577433	9.077267
9.503929	11.388148
9.519083	9.611977
8.600240	7.406878
8.537846	9.908869
8.811549	9.651562
7.580861	7.046697
9.071120	9.063252
10.471617	9.716471
7.724184	10.054282
8.686431	8.271485
11.381498	11.145580
8.650183	9.257177
7.514112	7.051992
8.907601	9.400328
10.422694	9.323185
8.460065	8.198075
7.606878	5.979760
9.356592	9.703568
8.290425	7.709491
9.895332	10.018807
8.241175	7.512227
7.958295	7.846113
9.113034	10.030335
8.500707	8.963407
8.926456	8.102232
9.732567	8.594197
9.088123	8.645611
9.917921	8.399105
8.372845	8.046895
9.004947	9.466364
9.655999	9.513461
9.657515	9.871920
8.574563	6.843364
8.775312	8.870628
8.056517	7.698820
9.681232	10.362964
9.809834	10.053144
9.215236	8.531905
9.904703	7.912111
7.344414	8.032064
8.497561	7.182410
9.538556	9.234425
9.016676	10.154065
7.073436	7.565142
8.032720	8.728258
7.910880	7.641651
9.207166	8.815872
10.597630	10.547983
7.859394	8.056717
9.910794	8.399878
10.304959	10.523694
9.665964	10.219847
8.522364	7.676393
9.933197	11.416679
9.292414	9.648640
8.730069	9.487562
9.186004	9.880064
10.075287	10.831361
6.656888	7.227890
7.982420	7.570926
9.621477	7.919398
8.719161	9.885825
12.463773	12.356958
7.123707	7.634285
11.764109	11.505825
9.425436	10.389570
9.338064	11.232194
9.315761	9.683245
10.462351	11.617147
10.236734	11.089280
9.303830	9.190213
10.002124	11.731402
8.967619	9.488201
10.690803	11.312789
10.154468	9.206557
8.131065	8.608028
7.517765	8.692133
7.371238	7.775275
8.322412	9.187368
7.839927	7.339196
7.837545	8.670791
8.115270	8.118452
8.869990	9.028536
8.735928	9.191336
7.784128	8.117745
8.339605	9.278746
8.578140	8.133637
11.196883	11.829673
9.859753	10.395426
7.966716	6.082077
8.556836	7.890737
10.050293	12.135349
8.554024	9.423576
10.267136	10.281090
8.600597	8.021964
9.149339	11.235332
7.954056	8.613317
6.902103	7.122160
6.394627	5.113462
9.449793	9.609991
8.467002	9.884737
8.597130	8.992328
9.022809	10.505681
8.939385	10.691368
8.756948	9.628147
8.289646	9.535903
9.586975	10.272867
8.626931	7.723472
12.076612	12.129459
10.360702	10.054617
8.873566	8.649514
8.468165	8.177153
9.367471	9.610087
8.727314	9.567891
6.105239	6.510974
8.561397	8.763350
10.596707	10.389543
8.335087	9.100625
9.234033	8.372976
10.758874	10.174420
8.460620	9.733941
8.083418	8.643201
9.324692	10.246010
8.121125	7.065957
11.601700	11.064040
10.246326	11.188517
9.990158	8.450538
6.683485	7.548359
8.008331	9.008802
7.451416	6.364909
8.696186	9.281342
7.564224	8.001810
10.040796	10.130696
7.695045	8.937269
8.657078	8.139658
8.392709	7.584884
8.406786	7.452312
10.705215	10.827158
9.020880	7.892718
8.272797	8.175497
9.095828	7.571428
9.446078	8.876576
9.069924	9.739708
8.908190	8.305448
9.674995	8.828545
9.948023	9.087100
11.250067	10.115415
7.493012	7.232995
9.457155	9.979749
9.013473	8.567532
9.715664	6.864647
9.000998	7.824882
10.306176	10.224291
8.517496	8.996210
8.575774	8.866872
9.611912	8.831919
9.172580	10.097797
9.637556	11.624816
9.368986	11.665998
7.041901	6.765625
9.563322	11.559907
9.226775	10.203026
9.184276	8.877935
8.722474	10.093802
8.351720	8.016372
8.409353	9.776477
9.563203	10.440403
9.931124	9.770939
9.053555	8.527061
9.132055	9.021622
7.608701	5.443574
9.555961	11.173708
7.998023	8.657084
8.899206	8.132572
8.590539	9.405829
11.013119	11.647455
9.790838	9.747867
7.522603	6.807610
11.923481	12.962384
9.104305	7.758049
9.050021	9.591532
10.781173	9.879155
7.906982	8.039123
9.982654	9.710743
8.161535	7.138760
10.485901	9.981458
9.126787	9.928738
7.702014	5.351558
9.444253	8.839037
8.748954	8.149735
9.623354	8.895608
9.320102	7.389147
8.560871	7.775262
7.657106	6.574926
8.363671	8.300895
8.884564	7.088900
9.332711	9.131948
8.277657	8.795973
9.032031	9.707465
6.946045	5.968716
10.186231	10.230483
10.114267	8.350441
9.210104	9.590998
8.192804	8.741643
7.993474	7.303279
10.095214	10.573326
6.524882	6.692145
8.644415	6.525659
8.484952	7.782429
11.140568	9.609961
