6.503024	9.535780	1
8.049365	10.318223	1
-0.067702	-0.724294	2
-0.487837	-1.308700	2
16.077186	16.581974	0
17.725675	19.736482	0
7.135739	8.192718	1
15.654092	16.233596	0
16.527836	16.677039	0
16.670065	18.127063	0
15.960488	15.196076	0
-0.449582	-0.682087	2
16.282912	15.583104	0
5.772069	6.520962	1
15.998822	17.064403	0
8.730576	9.023161	1
14.349905	15.703300	0
8.878626	9.941790	1
9.111911	7.680497	1
7.267378	7.970263	1
9.074864	9.604175	1
10.679807	10.924673	1
-0.138751	1.546533	2
16.390322	17.827528	0
-0.341158	0.119769	2
15.726279	16.382105	0
-0.347397	-1.797835	2
15.279195	17.210751	0
0.019271	0.302950	2
0.140707	-0.577440	2
8.622623	10.000545	1
8.689504	10.530574	1
6.937287	6.445156	1
-0.032539	1.226440	2
0.901885	1.265998	2
14.915999	14.822573	0
14.793253	13.918703	0
-1.322352	-1.330221	2
14.512828	16.787567	0
-0.092513	-1.466886	2
15.993969	15.433644	0
-0.661171	0.099948	2
16.568487	17.542899	0
-1.631626	0.660596	2
7.524240	6.596218	1
0.168615	-1.528264	2
-0.015345	-0.525212	2
16.414208	17.030801	0
16.073663	15.229872	0
-0.309860	-0.460694	2
7.758567	8.518624	1
9.411020	8.400039	1
8.264806	9.365711	1
-0.570757	0.890352	2
10.134418	10.304176	1
15.203843	15.230088	0
15.141462	15.949321	0
7.876058	7.338504	1
7.897009	8.444894	1
-0.814394	-2.721560	2
16.249725	13.959619	0
8.052538	8.401963	1
0.538543	-1.213322	2
7.068827	6.810379	1
16.747222	16.328239	0
-0.452446	0.066524	2
6.843452	7.892178	1
16.249611	16.799558	0
16.251467	15.743196	0
7.350434	7.035732	1
-0.825468	-1.671837	2
8.720203	8.236441	1
16.265449	14.315897	0
17.374538	16.861241	0
6.214767	7.345803	1
-0.402891	-2.125944	2
0.286438	1.699419	2
-1.171375	-2.039010	2
17.743435	18.703295	0
-1.256770	-1.158660	2
16.199491	17.086339	0
8.602963	10.304183	1
13.319942	12.239333	0
-0.764932	-0.923996	2
0.468811	-0.585111	2
8.626462	9.522751	1
15.809002	16.003317	0
7.304412	7.394106	1
6.624050	6.158981	1
8.948711	10.281496	1
15.806181	15.654492	0
8.595506	8.812047	1
1.007192	-0.326523	2
0.091819	-0.219428	2
16.613200	18.441297	0
15.386645	16.259317	0
14.780609	15.056073	0
0.638013	0.964192	2
9.226128	10.181638	1
9.731733	10.106402	1
0.657272	0.409377	2
6.595308	7.349580	1
16.089191	16.265245	0
16.550442	15.891754	0
13.387855	13.879140	0
16.674803	17.008445	0
17.137059	18.231496	0
-0.424998	0.224387	2
8.228084	7.703994	1
9.743676	10.141695	1
-1.288218	-1.665062	2
6.505923	6.015518	1
8.257525	9.509125	1
17.153383	16.905540	0
-1.760966	-1.868794	2
8.930985	7.441636	1
-0.289087	-1.378549	2
1.040126	1.318358	2
-0.013966	0.102797	2
14.945228	16.939761	0
1.554893	-0.960716	2
17.958244	18.027366	0
16.415632	18.039338	0
15.412618	14.217822	0
16.803527	15.867295	0
16.284765	16.868154	0
0.512096	1.021288	2
7.748049	7.895125	1
17.550359	17.544711	0
0.856958	0.909804	2
15.746106	14.351094	0
7.440942	7.904121	1
15.564433	15.456749	0
9.278868	9.054034	1
-1.774626	-2.577700	2
10.514508	9.905671	1
0.195918	0.125382	2
8.861376	8.455777	1
15.425147	16.796705	0
17.648483	17.046741	0
7.549414	6.827620	1
-1.687617	-1.308455	2
0.887946	1.285081	2
16.660110	17.042388	0
16.281626	15.893383	0
15.386844	13.597860	0
2.257541	2.958199	2
16.841996	16.956901	0
8.147756	8.804677	1
14.787096	15.903248	0
0.774146	0.843738	2
6.827273	7.739565	1
15.768358	14.648088	0
8.510538	10.526677	1
16.961845	16.557920	0
9.325074	9.374604	1
0.799522	1.734414	2
7.591854	7.226410	1
15.737495	16.167237	0
